#No.,RA,DEC,Type,Velocity,Redshift,Redshift Flag,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations ,Redshift-independent Distances,Classifications,Images,Spectra
324,18.443006,0.305726,G,13302.990531,0.044374,SPEC,45,,76,20,15,12,,7,6,1,1
325,18.518917,33.704194,G,5728.134495,0.019107,,39,,37,11,8,7,,6,10,4,
326,18.61825,51.143972,G,9736.059866,0.032476,,14,,28,6,3,5,,,3,1,
327,18.609458,42.556306,G,5908.909347,0.01971,,40,,55,17,12,8,,7,18,1,1
328,18.542625,-1.853889,G,5077.884923,0.016938,,15,,39,9,8,4,,1,1,1,1
329,18.517083,-1.742278,G,4901.007103,0.016348,,44,1,44,14,12,7,,6,11,1,2
330,18.52925,-32.650889,G,3583.119458,0.011952,,111,3,81,21,21,16,,14,22,4,3
331,18.491958,-62.399139,G,5014.02886,0.016725,,25,1,37,9,6,16,,9,10,3,
332,18.623958,-31.181444,G,5545.860681,0.018499,,56,1,46,15,14,18,,12,16,3,4
333,18.734417,31.9485,G,5175.916787,0.017265,,50,,40,16,9,6,,,6,1,
334,18.790625,33.790694,G,4439.026926,0.014807,,27,1,35,15,10,4,,2,6,2,4
335,18.734417,0.130694,G,12437.432744,0.041487,SPEC,50,1,66,23,14,8,,3,5,1,1
336,18.760833,6.858333,G,5532.969605,0.018456,,21,1,19,8,7,3,,3,9,,3
337,18.765583,5.376139,G,5312.022563,0.017719,,28,,41,14,10,6,,3,7,1,5
338,18.874167,6.884167,G,5524.875208,0.018429,,22,1,19,9,7,3,,3,10,,4
339,18.966125,33.810722,G,4206.987563,0.014033,,69,,61,18,11,6,,14,22,1,2
340,18.886167,-26.446833,G,3700.038517,0.012342,,38,3,30,10,8,18,,11,17,4,3
341,19.061792,31.033833,G,4963.064142,0.016555,,110,3,91,22,21,7,,28,47,4,3
342,18.968792,-54.554833,G,5452.025641,0.018186,,13,,38,9,6,15,,3,4,3,1
343,19.246517,13.024961,G,6155.938333,0.020534,,32,,48,16,11,7,,4,7,1,3
344,19.188875,-52.434389,G,9042.939703,0.030164,,11,1,39,10,4,15,,3,4,3,
345,19.336,-33.840889,G,5682.865834,0.018956,,37,2,47,13,13,16,,9,16,3,5
346,19.314875,-50.931278,G,4906.103575,0.016365,,17,,41,10,5,14,,3,4,3,
347,19.464875,-1.955861,G,5953.878216,0.01986,,31,1,47,13,10,7,,,11,1,3
348,19.536917,11.381778,G,5193.004957,0.017322,,71,,48,16,12,7,,8,20,2,4
349,19.667292,31.035972,G,6838.865552,0.022812,,30,,39,10,11,6,,3,10,4,3
350,19.792083,33.030556,G,5573.141794,0.01859,,70,,59,19,14,6,,24,29,1,2
351,19.768317,-0.138572,G,5235.275694,0.017463,,59,2,80,19,15,14,,6,9,7,4
352,19.70175,-53.292639,G,7433.054204,0.024794,,24,1,44,9,6,17,,8,12,3,2
353,20.061167,17.830222,G,8705.073603,0.029037,,13,,39,8,5,2,,2,6,1,3
354,20.028458,-0.205361,G,1742.993351,0.005814,,54,1,53,19,13,8,,7,9,9,1
355,20.063949,-0.335842,G,14019.616521,0.046764,SPEC,36,1,83,21,12,14,,,5,7,1
356,20.191208,1.445222,G,5422.945773,0.018089,,27,1,43,14,8,7,,1,7,1,2
357,20.26,2.96,G,5350.096205,0.017846,,22,,45,13,7,3,,2,7,3,2
358,20.334875,40.488194,G,5876,0.0196,,106,2,44,26,17,7,,20,21,5,2
359,20.29375,17.868611,G,8544.085053,0.0285,,17,,8,7,7,3,1,3,9,,2
360,20.283333,1.373333,G,4970.858746,0.016581,,60,1,56,21,13,7,,10,19,2,3
361,20.22801,-36.32378,G,9644.922959,0.032172,,13,1,9,4,4,13,1,3,3,2,
362,20.2705,-36.117833,G,9554.085844,0.031869,,37,2,44,11,12,19,1,7,10,4,1
363,20.338839,0.09039,G,3789.976254,0.012642,,56,2,75,19,18,15,,3,10,1,3
364,20.280256,-35.201977,G,5928.995442,0.019777,,30,2,20,7,7,15,3,9,13,5,3
365,20.324,-22.800667,G,5914.905196,0.01973,,54,1,45,14,8,19,,15,16,3,2
366,20.449125,17.592417,G,2517.956855,0.008399,,95,1,79,24,16,6,,14,17,5,7
367,20.45792,18.267676,G,8306.949219,0.027709,,29,1,42,15,11,7,,3,9,1,3
368,20.505711,37.400479,G,5079.083823,0.016942,,42,1,19,11,10,5,1,8,17,3,3
369,20.445208,5.256722,G,2272.127039,0.007579,,312,13,78,24,15,8,,7,38,29,8
370,20.555417,33.260278,G,4329.902411,0.014443,,29,2,38,11,6,4,,,2,1,
371,20.571417,28.797928,G,4209.08611,0.01404,,32,,15,9,8,4,,3,9,1,4
372,20.511966,5.367191,G,2225.059623,0.007422,,23,2,40,8,2,6,,,7,1,
373,20.454917,-44.057528,G,7173.134143,0.023927,,30,1,47,12,8,19,,7,10,3,
374,20.49382,-34.144749,G,10070.028664,0.03359,,15,1,9,4,5,13,3,3,4,2,
375,20.599064,-0.875207,G,8140.864197,0.027155,,90,2,92,24,21,16,,7,14,8,4
376,20.730833,33.173889,G,5461.918792,0.018219,,66,,66,19,11,7,,16,24,4,3
377,20.6955,-1.392,G,5741.025571,0.01915,,38,,44,15,10,6,,2,3,1,1
378,20.798333,33.529167,G,6003.943556,0.020027,,115,1,64,25,15,7,,21,29,4,2
379,20.810438,-0.70134,G,2001.114657,0.006675,,54,1,58,18,17,13,,4,9,,1
380,20.820844,-0.906035,G,7764.908566,0.025901,SPEC,48,,83,21,17,10,,3,4,1,3
381,20.907917,34.569167,G,6986.963026,0.023306,,34,1,53,15,13,6,,7,15,4,3
382,20.811958,-32.841306,G,9331.939633,0.031128,,37,1,49,13,13,19,,7,10,4,2
383,20.999167,33.907778,G,4868.029933,0.016238,,64,1,58,20,13,7,,16,24,1,3
384,20.985208,-1.634917,G,5920.001728,0.019747,,25,,38,11,8,2,,,2,1,1
385,21.01625,12.917389,G,2472.088585,0.008246,,153,5,75,26,22,8,,16,36,11,5
386,21.035625,9.930528,G,2404.035721,0.008019,,49,,50,22,12,7,,6,11,3,3
387,21.090833,32.224167,G,5113.859749,0.017058,,27,1,33,7,5,7,,,6,1,1
388,20.874917,-56.687417,G,5378.876281,0.017942,,19,1,37,11,9,17,,3,6,3,1
389,21.109708,9.886556,G,10846.49113,0.03618,PHOT,15,1,41,7,3,5,,,3,1,
390,21.124917,15.767444,G,5049.104578,0.016842,,29,,46,15,10,6,,8,16,1,3
391,21.142625,16.536917,G,2419.025344,0.008069,,44,,30,16,13,6,,10,18,3,4
392,21.187613,32.165722,G,10315.4,0.034408,,77,2,47,14,11,7,,4,15,1,
393,21.206667,32.234444,G,10552.994314,0.035201,,31,,46,14,10,5,,3,10,1,3
394,21.146083,7.721167,G,2737.105142,0.00913,,50,1,63,25,14,7,,11,11,3,4
395,21.070708,-37.3355,G,10317.957027,0.034417,,28,2,47,12,7,18,,3,6,3,1
396,21.191042,9.994639,G,2725.113443,0.00909,,101,2,69,28,15,7,,16,28,3,3
397,21.143792,-33.173528,G,9262.08799,0.030895,,32,1,49,15,13,19,,7,10,4,2
398,21.223958,-1.500778,G,4757.106933,0.015868,,38,,44,15,11,7,,,5,1,2
399,21.212708,-1.6915,G,5332.108658,0.017786,,28,,39,13,6,4,,1,4,1,1
400,21.315417,34.359167,G,4895.011254,0.016328,,31,,22,11,9,5,,6,11,4,3
