#No, RA Dec pv[km/s]    comoving_distance[Mpc/h100]   zcmb zHubble
766 36.886542 -10.165639 -187.0913  22.80742025 0.00699200  0.00762083
767 37.060317 31.311658 -277.7711  52.50865551 0.01664200  0.01758484
768 37.092208 23.214667 -243.8732  66.16804990 0.02135100  0.02218252
769 37.113708 15.607083  92.3619  39.74325583 0.01360900  0.01329682
770 37.344917 47.490528 -407.5038  56.89796138 0.01767600  0.01906120
771 37.226208 25.344306 -327.1335  55.21016011 0.01738200  0.01849338
772 37.245125 28.145528 -199.4456  12.14241859 0.00338600  0.00405398
773 37.137678 -18.982092 -206.7484  51.37146300 0.01650100  0.01720250
774 37.138 -19.042111 -206.7484  51.42206574 0.01651800  0.01721951
775 37.021917 -47.856222 -66.2131  55.47053608 0.01835600  0.01858097
776 37.189458 -10.513889 -25.7199  44.97765239 0.01496700  0.01505408
777 37.359292 20.21725  74.2074  40.70355785 0.01387000  0.01361910
778 37.215125 -41.402667 -140.4619  54.67422819 0.01783600  0.01831311
779 37.279708 -30.997028 -135.2465  50.60777050 0.01648700  0.01694578
780 37.475167 25.256361 -37.7624  19.48123062 0.00638100  0.00650778
781 37.640292 32.176222  13.1982  47.43421428 0.01592400  0.01587928
782 37.702708 37.136778 -355.1340  9.64456225 0.00203100  0.00321941
783 37.597337 -20.683723 -206.7484  50.37123360 0.01616500  0.01686627
784 37.715 3.852222 -33.1808  64.67080383 0.02156500  0.02167808
785 37.650917 -31.596194 -102.5773  46.99448910 0.01538400  0.01573154
786 37.859 1.346278 -202.6801  74.59244168 0.02433000  0.02502299
787 37.969167 19.153056 -209.4210  11.81124177 0.00324200  0.00394331
788 37.998238 0.909985 -165.5700  66.81836622 0.02183700  0.02240165
789 38.22425 23.327611 -217.9903  57.56058749 0.01854300  0.01928416
790 38.072958 -35.030222 -330.2014  23.44745000 0.00672500  0.00783506
791 38.32575 22.393833 -217.9903  56.26978037 0.01810900  0.01884984
792 38.40525 32.537333 -194.2569  98.00087459 0.03226600  0.03293531
793 38.176585 -33.002707 -140.0713  107.23646111 0.03558100  0.03606508
794 38.316164 -11.7449 -25.7199  44.76027126 0.01489400  0.01498108
795 38.379389 6.527797 -374.7857  85.23864432 0.02733200  0.02861793
796 38.411333 6.473306 -374.7857  86.59244446 0.02778900  0.02907550
797 38.484566 0.923684 -165.5700  67.13011741 0.02194200  0.02250671
798 38.583792 32.505611  13.1982  48.24073168 0.01619500  0.01615026
799 38.602125 -10.843722 -180.1080  49.23588200 0.01587400  0.01648468
800 38.792125 20.851472  32.0881  42.19120188 0.01422700  0.01411845
801 38.724333 -13.658306 -197.8590  49.47463726 0.01589400  0.01656492
802 38.931 11.465556 -264.6180  80.75027157 0.02619500  0.02710159
803 39.040417 23.899119 -296.5425  59.25616301 0.01884600  0.01985480
804 39.067292 25.423833 -280.2378  9.88537312 0.00236200  0.00329986
805 39.004019 0.42021 -26.0724  26.34951041 0.00871900  0.00880673
806 39.126125 32.715333  278.9666  43.98215124 0.01566400  0.01471977
807 39.027875 1.553639 -137.4816  68.85529508 0.02261900  0.02308818
808 39.098417 0.708528 -137.4816  66.91398720 0.02196500  0.02243388
809 39.13175 7.3095 -0.5153  60.94332084 0.02042100  0.02042275
810 39.231833 11.086972 -264.6180  81.28370998 0.02637500  0.02728175
811 39.244333 -5.349222  44.4802  43.62387201 0.01475000  0.01459946
812 39.237917 -29.190639 -162.1630  50.88251599 0.01648800  0.01703813
813 39.351 -1.821472 -265.2938  88.17682473 0.02870000  0.02961113
814 39.38725 1.652 -224.8080  74.48167855 0.02421700  0.02498561
815 39.494525 -1.844049 -265.2938  87.42488188 0.02844600  0.02935690
816 39.402458 -32.924444 -54.3029  45.92096660 0.01518700  0.01537092
817 39.715867 27.847294  71.1936  44.99511015 0.01530100  0.01505995
818 39.795958 41.245639  505.3864  39.40107353 0.01489000  0.01318199
819 39.820375 40.872306 -355.1340  9.79441691 0.00208100  0.00326947
820 39.731792 9.097361  71.9797  50.32537442 0.01709500  0.01685086
821 39.727667 -14.305556 -144.8920  46.88539347 0.01520400  0.01569489
822 39.86875 12.679722  157.8858  33.84803592 0.01185200  0.01131939
823 39.850667 1.962389 -137.4816  67.58787143 0.02219200  0.02266098
824 39.904792 10.843667 -362.4373  89.10547755 0.02868000  0.02992514
825 39.960833 18.024278 -122.7943  86.17515605 0.02851300  0.02893445
826 40.058 17.882556 -124.8543  86.81760239 0.02872300  0.02915161
827 39.927083 -21.239944 -138.5702  46.84245554 0.01521100  0.01568047
828 40.230292 8.595778  125.2173  52.79444920 0.01810600  0.01768094
829 40.479458 32.088222  278.9666  42.64317127 0.01521400  0.01427019
830 40.438458 0.443167 -209.4210  12.05081264 0.00332200  0.00402336
831 40.475917 5.948056  100.7611  62.31577285 0.02122800  0.02088488
832 40.551947 -19.829718 -34.0854  78.48791805 0.02622100  0.02633769
833 40.797167 40.42675  593.9110  37.41051531 0.01452000  0.01251413
834 40.757458 8.130222 -289.1614  116.43939166 0.03818600  0.03918834
835 40.874989 37.341338 -355.1340  8.75735322 0.00173500  0.00292306
836 40.858167 31.470889 -238.0388  53.20848674 0.01701200  0.01782016
837 40.934021 32.495925  583.9636  35.29659545 0.01377600  0.01180511
838 40.978667 33.168444 -499.9161  59.66935884 0.01829300  0.01999388
839 40.826651 -23.840936 -119.7683  69.08247312 0.02275600  0.02316476
840 40.954583 6.642917  142.1650  59.39149732 0.02038400  0.01990035
841 40.93475 -29.003361 -269.2818  17.20493908 0.00484300  0.00574639
842 41.248458 38.561861 -318.3050  138.78325163 0.04567900  0.04679043
843 41.178792 15.240083 -55.2662  75.28304908 0.02506700  0.02525600
844 41.309208 35.188694 -276.8440  52.41891325 0.01661500  0.01755466
845 41.291417 -4.710778  30.0919  77.68015194 0.02616800  0.02606501
846 41.273 -15.587806 -8.5354  39.95492856 0.01333900  0.01336785
847 41.325083 -17.708361 -32.3801  75.41859429 0.02519100  0.02530174
848 41.419167 -15.357778 -82.8904  41.29112279 0.01353600  0.01381631
849 41.446083 -15.510667  70.9020  77.64260820 0.02629500  0.02605233
850 41.648875 32.449278 -44.0896  48.51806581 0.01609400  0.01624346
851 41.499616 -7.578467 -200.5768  16.10824577 0.00470700  0.00537965
852 41.74025 39.012639 -217.5538  92.48785361 0.03032100  0.03106923
853 41.605426 3.607288  15.4139  67.39631541 0.02264900  0.02259642
854 41.604852 -0.498649 -200.5768  17.22441243 0.00508000  0.00575290
855 41.641401 -0.247158  3.3742  27.31364585 0.00914100  0.00912964
856 41.656792 -26.971944 -261.3010  73.56426706 0.02378300  0.02467611
857 41.673667 -25.346667 -158.8936  105.45142407 0.03491100  0.03545981
858 41.72274 -22.64609 -131.2491  70.13944728 0.02307300  0.02352110
859 41.984875 41.246472  536.0744  34.89362884 0.01347900  0.01166998
860 41.90775 4.637639  176.0840  61.97892409 0.02137100  0.02077145
861 42.121125 47.993083 -274.8727  76.56148569 0.02474700  0.02568743
862 42.018167 27.103111 -321.9198  59.51291788 0.01884600  0.01994122
863 42.168583 17.223639 -59.2031  64.96379365 0.02157500  0.02177678
864 42.211657 -0.767391  51.7121  64.03767311 0.02164100  0.02146480
865 42.245167 3.168667  31.9385  41.10845454 0.01386300  0.01375500
866 42.116583 -40.554917 -40.7893  48.44607666 0.01608100  0.01621927
867 42.169917 -31.536222 -152.6077  51.33366374 0.01667200  0.01718979
868 42.196875 -36.714667 -136.4917  52.53976532 0.01713200  0.01759530
869 42.28 -16.993361  70.5396  33.87980365 0.01156800  0.01133004
870 42.412167 14.619806 -162.0598  91.75484056 0.03026400  0.03082123
871 42.518875 41.389278 -570.8614  63.06572461 0.01919300  0.02113744
872 42.366452 -0.872991 -93.2253  72.12749336 0.02387300  0.02419149
873 42.266352 -31.172511 -76.9749  59.14935723 0.01955700  0.01981885
874 42.458708 22.753639 -129.2704  56.58344198 0.01851600  0.01895537
875 42.471542 14.401806 -182.8735  88.09968594 0.02895700  0.02958505
876 42.397375 -0.72375  51.7121  64.77672748 0.02189000  0.02171376
877 42.473328 -1.003631 -165.0868  71.50892090 0.02341900  0.02398288
878 42.406417 -30.995833 -210.7131  67.65559788 0.02196500  0.02268381
879 42.60575 13.266222 -227.1981  86.73273692 0.02834300  0.02912292
880 42.648708 13.335056 -189.2366  78.46171464 0.02568100  0.02632884
881 42.574042 -8.597083 -119.7626  54.30151322 0.01778100  0.01818775
882 42.799708 8.075778  131.0013  64.53572270 0.02207900  0.02163257
883 42.648083 -31.520083 -293.1259  74.04428317 0.02383600  0.02483805
884 42.789167 2.593833  40.2434  44.46157061 0.01501700  0.01488076
885 42.825625 -28.200694 -156.7580  52.64328775 0.01709800  0.01763011
886 42.99499 -33.34018 -156.5768  65.22477330 0.02133100  0.02186470
887 43.113042 -30.776528 -252.3847  69.90068640 0.02257900  0.02344060
888 43.42225 13.014139  94.3562  35.35154686 0.01214200  0.01182354
889 43.421487 6.265283 -151.9027  74.92867012 0.02461700  0.02513643
890 43.459375 12.849222  94.3562  34.63607363 0.01190200  0.01158362
891 43.609292 42.650028  73.0120  20.86200053 0.00721500  0.00696976
892 43.372375 -30.860361 -106.9799  64.25952074 0.02117500  0.02153953
893 43.514615 6.257668 -206.7987  77.70024622 0.02536400  0.02607179
894 43.635333 9.451306 -347.4145  84.79156264 0.02727500  0.02846684
895 43.644667 15.84425 -634.4200  111.81042006 0.03542100  0.03761680
896 43.665917 9.356917 -53.6903  75.32635667 0.02508700  0.02527062
897 43.639625 -18.635083 -280.5157  23.41446284 0.00688100  0.00782402
898 43.794833 9.336861 -347.4145  84.18123482 0.02706900  0.02826060
899 43.821042 12.224667 -189.2366  78.96557223 0.02585100  0.02649895
900 43.733667 -21.898167 -77.5916  86.58606380 0.02880700  0.02907334
901 43.834083 8.828167 -292.3066  82.44501532 0.02667200  0.02767401
902 43.943417 33.766628 -144.8592  16.91650018 0.00516400  0.00564993
904 43.945542 6.217528 -238.1982  81.90437013 0.02667500  0.02749139
905 43.802015 -36.300167 -279.9236  17.17411510 0.00479700  0.00573608
906 44.036398 15.79245 -669.2700  107.77099717 0.03393300  0.03624636
907 43.988583 0.692611  31.9385  41.10845454 0.01386300  0.01375500
908 43.953663 1.079369  73.6777  49.40695430 0.01679200  0.01654217
909 43.99 6.494806 -206.7987  78.61917872 0.02567400  0.02638200
910 43.861729 -42.369222 -167.7364  57.99510309 0.01886000  0.01943038
911 44.073333 4.529333 -326.1002  85.42512717 0.02756200  0.02868095
912 44.094667 6.155222 -206.7987  79.37201219 0.02592800  0.02663618
913 44.11304 0.875752  0.6195  68.30856337 0.02290600  0.02290389
914 44.208167 15.984361 -532.8647  103.49109172 0.03295600  0.03479529
915 44.195542 4.977833 -168.0545  78.27642788 0.02569100  0.02626629
916 44.281458 17.514278 -89.9806  70.32370110 0.02327600  0.02358322
917 44.288375 5.320917 -156.1035  75.30633170 0.02473000  0.02526386
918 44.514083 35.257694  299.4967  45.29551466 0.01617500  0.01516084
919 44.473417 15.743833 -68.3732  90.60716375 0.03019800  0.03043301
920 44.592042 3.86275  105.5063  29.40013348 0.01018400  0.00982861
921 44.59 -2.042528  3.3742  25.10696247 0.00840200  0.00839065
922 44.623624 6.30643  156.4681  65.16829716 0.02237900  0.02184568
923 44.454833 -36.717917 -155.6053  63.72097054 0.02082800  0.02135813
924 44.885375 37.009194 -220.4751  166.39225796 0.05544500  0.05622177
925 44.81204 16.038225 -68.3732  90.79346186 0.03026100  0.03049602
926 44.817077 6.133483 -338.2283  85.07443544 0.02740200  0.02856243
927 44.818208 7.305222 -206.7987  77.86032782 0.02541800  0.02612583
928 45.094667 34.072444 -442.6840  72.14788679 0.02268600  0.02419837
929 45.145833 11.842778 -245.6046  79.87556799 0.02596500  0.02680621
930 45.092042 -17.152528 -159.5175  24.37454432 0.00760900  0.00814543
931 45.064902 -22.290312 -97.9406  30.95632874 0.01002000  0.01035008
932 45.167525 0.020461  89.2021  27.47211624 0.00948300  0.00918272
933 44.5275 -74.456611 -69.4751  48.58072955 0.01602900  0.01626451
934 45.403125 31.81925 -469.3620  66.67879702 0.02075400  0.02235462
935 46.016667 74.443889 -187.0565  21.97893235 0.00671500  0.00734354
936 45.474333 35.733234  299.4967  45.55130818 0.01626100  0.01524675
937 45.500833 35.760278 -387.3901  133.84366581 0.04375700  0.04510748
938 45.532083 29.106389  342.8793  27.65119939 0.01039700  0.00924271
939 45.550917 17.345472 -19.5679  69.17451299 0.02312900  0.02319579
940 45.894792 46.386361  24.4481  23.59306271 0.00796600  0.00788381
941 45.660333 -18.897778 -293.6954  20.70563594 0.00593100  0.00691744
942 45.625833 -42.335278  55.1873  117.62967890 0.03978400  0.03959263
943 45.995792 43.398306  181.7464  25.53682074 0.00914600  0.00853459
944 45.850542 4.491778  205.5680  57.83948561 0.02007700  0.01937801
945 45.877693 -20.176074 -10.2089  33.23968710 0.01108100  0.01111543
946 46.073458 1.757639 -38.8682  70.14420036 0.02339000  0.02352270
947 46.16325 5.442917 -314.5521  86.77972569 0.02805900  0.02913881
948 46.231 21.376667  58.8919  41.39397631 0.01405000  0.01385084
949 46.287588 1.093558 -38.8682  69.50343859 0.02317400  0.02330667
950 46.418667 33.394028 -469.3620  66.75904616 0.02078100  0.02238166
951 46.275917 -45.962083 -300.6827  16.91263264 0.00464000  0.00564863
952 46.470625 -27.230778 -124.2906  65.28698323 0.02146200  0.02188566
953 46.668467 -32.863634 -146.3110  48.85602344 0.01586100  0.01635702
954 47.065333 36.449611  591.7484  34.14691839 0.01341600  0.01141960
955 46.804958 -31.400722 -166.4984  49.02108652 0.01584800  0.01641249
956 46.955417 3.147889 -104.1390  72.52577984 0.02397000  0.02432582
957 46.629542 -66.775611 -62.0859  55.60724035 0.01841600  0.01862695
958 47.403833 18.500639 -616.4644  112.71934299 0.03579100  0.03792529
959 47.439625 -20.579306 -248.5324  18.50478274 0.00534700  0.00618114
960 47.407777 -41.030468  43.3603  9.11022411 0.00318600  0.00304093
961 47.582458 -22.404861 -110.4766  13.92641905 0.00428000  0.00465022
962 47.505125 -53.33575 -133.1625  12.05562005 0.00357900  0.00402497
963 48.032542 40.243917 -571.0850  66.11058024 0.02021600  0.02216315
964 48.137958 39.318917  594.5287  37.76130874 0.01464000  0.01263182
965 48.137379 12.384614 -349.2801  101.46236586 0.03290300  0.03410781
966 48.059667 -10.481111  76.4920  38.58319135 0.01316600  0.01290756
967 48.284375 42.781611 -649.5642  103.98136060 0.03271900  0.03496146
968 48.371917 44.131444 -459.9220  58.17236867 0.01792600  0.01949003
969 48.102454 -24.546141 -88.7493  65.46171805 0.02164200  0.02194453
970 48.3835 -25.725167 -279.9236  19.64883445 0.00562400  0.00656385
971 48.668792 39.617528  581.4904  39.20119197 0.01508000  0.01311492
972 48.755937 42.035943 -456.6307  74.24003422 0.02334300  0.02490409
973 48.755708 37.881833  300.8198  46.30232625 0.01651800  0.01549902
974 48.269792 -57.357222 -179.3122  13.24890679 0.00382300  0.00442377
975 48.522792 -21.774278 -248.5324  17.40660916 0.00498000  0.00581383
976 49.004208 42.074306 -63.7748  53.97392645 0.01786100  0.01807758
977 49.003208 40.885639  581.4904  40.96773972 0.01567400  0.01370777
978 48.975375 9.159639 -215.2754  80.30859473 0.02621500  0.02695244
979 49.02275 -13.034917 -107.6728  55.34523310 0.01817300  0.01853882
980 49.132665 -0.468139  22.1784  67.56521300 0.02272900  0.02265334
981 49.023542 -34.360639 -163.3718  50.86495737 0.01647800  0.01703223
982 49.1875 6.005583 -51.7313  70.09352074 0.02332900  0.02350561
983 49.343458 36.568556 -536.2392  61.86113675 0.01890600  0.02073178
984 49.381708 37.046389 -340.9436  138.18122465 0.04539500  0.04658525
985 49.460125 41.967583  442.0889  33.22934346 0.01260300  0.01111196
986 49.468125 43.304139 -538.4809  66.33009634 0.02040100  0.02223712
987 48.959875 -58.57425 -4.0150  53.98004898 0.01806600  0.01807963
988 49.220053 -35.540534 -279.9236  18.46096529 0.00522700  0.00616648
989 49.688875 43.240722 -538.4809  67.07331748 0.02065100  0.02248757
990 49.722375 40.595833 -549.1003  67.23449881 0.02066900  0.02254189
991 49.562042 -27.610333 -126.2631  14.94064483 0.00456600  0.00498927
992 49.864042 41.635306 -253.9376  79.66672609 0.02586600  0.02673569
993 49.63675 -25.835667 -319.0566  21.13996813 0.00599100  0.00706278
994 49.988333 3.590167 -0.1871  68.52440057 0.02297600  0.02297664
995 49.921167 -19.411361 -248.5324  18.25643795 0.00526400  0.00609807
996 50.015875 1.361528  22.1784  65.86197148 0.02215500  0.02207939
997 49.893902 -32.465017 -279.9236  17.22200239 0.00481300  0.00575210
998 50.220208 38.253417  229.5064  47.86549509 0.01680200  0.01602418
999 49.855167 -49.599722  43.3603  9.84655597 0.00343200  0.00328689
1000 50.073682 -26.464561 -319.0566  20.70019434 0.00584400  0.00691562
